Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.65,8.9465,27.992,42.047,27.992,42.047,0,0,0,0,0,0,32,-106,9.7911,9.0697,0,0,0,117959,57852,241.34,0.76451,NaN,347.09,NaN,0.084477,9751723,6126.8,11.977,0.72563,0.8454,0.5973,0.0073959,0.12093,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0034621,20.32,324.29,90,0,4.4684,7.0183,874.5,335.55,0.01,0.043479
0.66,9.2285,28.412,41.996,28.412,41.996,0,0,0,0,0,0,32,-106,9.7911,8.9108,0,0,0,117927,57820,241.3,0.76438,NaN,347.09,NaN,0.085707,9893441,6119.4,12.284,0.72565,0.84238,0.59729,0.0074027,0.12095,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003514,20.32,324.29,90,0,4.4547,7.0165,874.47,335.55,0.01,0.043802
0.67,9.5147,28.831,41.947,28.831,41.947,0,0,0,0,0,0,32,-106,9.7911,8.7566,0,0,0,117895,57788,241.27,0.76425,NaN,347.09,NaN,0.086936,10035057,6112.3,12.594,0.72567,0.83945,0.59728,0.0074097,0.12098,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0035659,20.32,324.29,90,0,4.4409,7.0147,874.44,335.55,0.01,0.044126
0.68,9.8051,29.25,41.9,29.25,41.9,0,0,0,0,0,0,32,-106,9.7911,8.6068,0,0,0,117863,57756,241.23,0.76412,NaN,347.09,NaN,0.088164,10176576,6105.4,12.908,0.72569,0.8366,0.59726,0.0074168,0.12101,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036177,20.32,324.29,90,0,4.4272,7.0128,874.41,335.55,0.01,0.044464
0.69,10.1,29.669,41.856,29.669,41.856,0,0,0,0,0,0,32,-106,9.7911,8.4612,0,0,0,117831,57724,241.2,0.76399,NaN,347.08,NaN,0.089392,10318001,6098.9,13.226,0.72571,0.83383,0.59725,0.007424,0.12104,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0036695,20.32,324.29,90,0,4.4135,7.0109,874.38,335.55,0.01,0.045213
0.7,10.398,30.087,41.814,30.087,41.814,0,0,0,0,0,0,32,-106,9.7911,8.3197,0,0,0,117799,57692,241.16,0.76386,NaN,347.08,NaN,0.090619,10459338,6092.5,13.547,0.72574,0.83113,0.59724,0.0074313,0.12107,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037212,20.32,324.29,90,0,4.3997,7.0089,874.34,335.55,0.01,0.045656
0.71,10.701,30.504,41.773,30.504,41.773,0,0,0,0,0,0,32,-106,9.7911,8.2753,0,0,0,117767,57660,241.13,0.76373,NaN,347.08,NaN,0.091867,10603083,6086.5,13.908,0.72576,0.83031,0.59722,0.0074388,0.1211,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0037728,20.32,324.29,90,0,4.4367,7.0069,874.31,335.55,0.01,0.045997
0.72,11.009,30.922,41.735,30.922,41.735,0,0,0,0,0,0,32,-106,9.7911,8.2322,0,0,0,117735,57628,241.09,0.7636,NaN,347.08,NaN,0.093114,10746692,6080.7,14.274,0.72578,0.82951,0.59721,0.0074464,0.12113,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0038244,20.32,324.29,90,0,4.4736,7.0049,874.28,335.54,0.01,0.046329
0.73,11.32,31.339,41.698,31.339,41.698,0,0,0,0,0,0,32,-106,9.7911,8.1903,0,0,0,117703,57596,241.06,0.76347,NaN,347.08,NaN,0.094359,1.089e7,6075.1,14.644,0.72581,0.82873,0.5972,0.0074541,0.12116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003876,20.32,324.29,90,0,4.5106,7.0029,874.25,335.54,0.01,0.046654
0.74,11.635,31.755,41.663,31.755,41.663,0,0,0,0,0,0,32,-106,9.7911,8.1496,0,0,0,117672,57565,241.03,0.76334,NaN,347.07,NaN,0.095604,11033528,6069.7,15.019,0.72583,0.82798,0.59718,0.0074619,0.12119,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0039275,20.32,324.29,90,0,4.5475,7.0009,874.21,335.54,0.01,0.046984
0.75,11.955,32.171,41.63,32.171,41.63,0,0,0,0,0,0,32,-106,9.7911,8.1101,0,0,0,117640,57533,240.99,0.76321,NaN,347.07,NaN,0.096848,11176765,6064.5,15.398,0.72586,0.82725,0.59717,0.0074697,0.12122,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003979,20.32,324.29,90,0,4.5844,6.9988,874.18,335.54,0.01,0.047311
0.76,12.279,32.587,41.606,32.587,41.606,0,0,0,0,0,0,32,-106,9.7911,8.0157,0,0,0,117608,57501,240.96,0.76308,NaN,347.07,NaN,0.098078,11318359,6060.5,15.757,0.72588,0.82547,0.59715,0.0074777,0.12125,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040305,20.32,324.29,90,0,4.589,6.9967,874.14,335.54,0.01,0.047639
0.77,12.607,33.003,41.585,33.003,41.585,0,0,0,0,0,0,32,-106,9.7911,7.9238,0,0,0,117576,57469,240.92,0.76295,NaN,347.07,NaN,0.099308,1.146e7,6056.7,16.12,0.72591,0.82374,0.59714,0.0074857,0.12128,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0040819,20.32,324.29,90,0,4.5936,6.9946,874.11,335.54,0.01,0.047971
0.78,12.939,33.419,41.556,33.419,41.556,0,0,0,0,0,0,32,-106,9.7911,7.8342,0,0,0,117544,57437,240.89,0.76283,NaN,347.07,NaN,0.10054,11601356,6052.1,16.487,0.72593,0.82205,0.59712,0.0074938,0.12131,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041333,20.32,324.29,90,0,4.5981,6.9924,874.07,335.54,0.01,0.048292
0.79,13.275,33.834,41.529,33.834,41.529,0,0,0,0,0,0,32,-106,9.7911,7.7468,0,0,0,117513,57406,240.85,0.7627,NaN,347.07,NaN,0.10176,11742739,6047.7,16.858,0.72596,0.82041,0.59711,0.007502,0.12135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0041846,20.32,324.29,90,0,4.6027,6.9902,874.04,335.53,0.01,0.048608
0.805,13.787,34.456,41.5,34.456,41.502,-3.4974e-5,0,3.4974e-5,-180,0.0046757,0.31463,32,-106,9.7911,7.636,0,7.5561e-5,-9.0621e-9,117465,57358,240.8,0.7625,368.31,347.06,1.0459,0.10361,11955141,6042.4,17.43,0.726,0.81835,0.59709,0.0075145,0.1214,1.7127,1.7909,-3.0488e-4,0,0,0,0,6.4338e-6,0.0042616,20.32,324.29,90,-0.0059762,4.6243,6.9869,873.98,335.53,0.015,0.049011
0.8275,14.573,35.389,41.46,35.389,41.462,-2.2076e-4,0,2.2076e-4,-180,0.01188,0.32562,32,-106,9.7911,7.5464,0,1.9387e-4,-5.1426e-9,117394,57287,240.73,0.76222,368.62,347.06,1.0612,0.10639,12275426,6034.9,18.34,0.72606,0.81672,0.59705,0.0075338,0.12147,1.6854,1.7887,-2.2279e-5,0,0,0,0,4.0166e-5,0.004377,20.32,324.29,89.999,-0.0031117,4.7009,6.9818,873.9,335.53,0.0225,0.049348
0.86125,15.791,36.786,41.409,36.786,41.411,-8.101e-4,0,8.101e-4,-180,0.023066,0.32952,32,-106,9.7911,7.2431,0,3.8303e-4,-6.0009e-9,117287,57180,240.61,0.76178,369.68,347.05,1.1135,0.11052,1.275e7,6024.8,19.651,0.72615,0.81109,0.597,0.0075634,0.12159,1.5939,1.7745,1.7565e-5,0,0,0,0,1.453e-4,0.0045497,20.32,324.29,89.995,-0.0010622,4.7015,6.9739,873.77,335.53,0.03375,0.051746
0.91125,17.682,38.852,41.351,38.853,41.352,-0.0023629,-7.8345e-9,0.0023629,-180,0.03883,0.30382,32,-106,9.791,6.423,0,6.8241e-4,-5.205e-8,117129,57022,240.44,0.76114,372.7,347.04,1.2629,0.11653,13441397,6011.6,21.439,0.72629,0.7961,0.59692,0.0076086,0.12177,1.3563,1.7122,-4.408e-4,0,0,0,0,4.1487e-4,0.0048053,20.32,324.29,89.986,2.3258e-4,4.4224,6.9616,873.57,335.52,0.05,0.05343
0.96125,19.676,40.916,41.289,40.916,41.29,-0.0046798,-2.1457e-8,0.0046798,-180,0.053749,0.2921,32,-106,9.791,5.9636,0,0.0010043,-6.7308e-8,116972,56865,240.27,0.76051,374.52,347.03,1.3529,0.12262,14141020,5998.4,23.493,0.72644,0.78808,0.59683,0.0076569,0.12195,1.2295,1.6621,5.7929e-5,0,0,0,0,8.1152e-4,0.0050605,20.32,324.29,89.971,0.0010265,4.3492,6.9486,873.36,335.51,0.05,0.053864
1.0113,21.773,42.977,41.246,42.977,41.247,-0.0077262,-4.3985e-8,0.0077262,-180,0.067917,0.26953,32,-106,9.791,5.479,0,0.0013491,-4.5075e-8,116815,56708,240.1,0.75987,376.54,347.02,1.4528,0.1287,14838726,5987.5,25.604,0.7266,0.77993,0.59674,0.0077076,0.12215,1.1007,1.5981,5.9048e-5,0,0,0,0,0.0013296,0.0053154,20.32,324.29,89.949,0.001556,4.2286,6.935,873.13,335.5,0.05,0.054222
1.0613,23.974,45.037,41.23,45.037,41.231,-0.011439,-7.6531e-8,0.011439,-180,0.080293,0.23226,32,-106,9.791,4.9281,0,0.0017057,6.8658e-8,116658,56551,239.93,0.75924,378.98,347.01,1.5732,0.13476,15534245,5979.7,27.747,0.72676,0.77111,0.59664,0.0077607,0.12236,0.96044,1.5092,2.7541e-4,0,0,0,0,0.0019386,0.0055702,20.32,324.29,89.922,9.9804e-4,4.0253,6.9207,872.9,335.49,0.05,0.054649
1.1113,26.277,47.097,41.216,47.097,41.216,-0.015744,-1.2092e-7,0.015744,-180,0.091845,0.22624,32,-106,9.791,4.8808,0,0.0020895,-1.0397e-7,116501,56394,239.76,0.7586,379.2,347,1.5845,0.14092,16241314,5972.6,30.313,0.72694,0.77055,0.59654,0.0078173,0.12258,0.94872,1.5002,-4.1407e-4,0,0,0,0,0.0026603,0.005825,20.32,324.29,89.888,9.8234e-4,4.2065,6.9057,872.66,335.48,0.05,0.055063
1.1613,28.683,49.156,41.207,49.156,41.208,-0.020609,-1.7812e-7,0.020609,-180,0.10254,0.1985,32,-106,9.791,4.6579,0,0.0024998,-5.0493e-8,116345,56238,239.59,0.75797,380.24,346.99,1.6362,0.14704,16943546,5966.2,32.855,0.72712,0.76728,0.59644,0.0078763,0.12281,0.89407,1.4589,4.2772e-4,0,0,0,0,0.0034974,0.0060797,20.32,324.29,89.847,0.0011055,4.2401,6.8901,872.4,335.47,0.05,0.055498
1.2113,31.193,51.215,41.207,51.215,41.207,-0.025967,-2.4794e-7,0.025967,-180,0.11148,0.16303,32,-106,9.791,4.4432,0,0.0029303,2.0314e-8,116188,56081,239.42,0.75733,381.27,346.98,1.6872,0.15317,17645556,5960.8,35.499,0.72731,0.76424,0.59633,0.0079378,0.12305,0.84247,1.4173,3.0449e-4,0,0,0,0,0.0044292,0.0063344,20.32,324.29,89.798,9.0824e-4,4.2731,6.8737,872.13,335.46,0.05,0.056068
1.2613,33.805,53.274,41.211,53.275,41.211,-0.031739,-3.3117e-7,0.031739,-180,0.11932,0.15211,32,-106,9.791,4.552,0,0.0033959,-8.3127e-8,116032,55925,239.25,0.7567,380.75,346.97,1.6623,0.15937,18355655,5956.2,38.512,0.72751,0.76608,0.59621,0.0080028,0.1233,0.86855,1.4384,3.8387e-4,0,0,0,0,0.0054946,0.0065891,20.32,324.29,89.741,7.0847e-4,4.6034,6.8568,871.85,335.45,0.05,0.056573
1.3113,36.52,55.334,41.218,55.334,41.219,-0.037896,-4.2981e-7,0.037896,-180,0.12684,0.13955,32,-106,9.791,4.6876,0,0.003913,-1.6624e-8,115876,55769,239.08,0.75607,380.12,346.96,1.6316,0.16559,19066967,5952.3,41.686,0.72772,0.76837,0.59609,0.0080707,0.12356,0.90142,1.4639,4.0633e-4,0,0,0,0,0.0067586,0.0068438,20.32,324.29,89.675,6.2293e-4,4.9803,6.8391,871.57,335.44,0.05,0.058554
1.3613,39.338,57.395,41.232,57.395,41.232,-0.044388,-5.4285e-7,0.044388,-180,0.13232,0.080595,32,-106,9.791,4.4866,0,0.0044605,-2.182e-7,115720,55613,238.92,0.75544,381.08,346.95,1.6793,0.17173,19768740,5948.8,44.654,0.72794,0.76554,0.59597,0.0081405,0.12383,0.85293,1.424,3.7833e-4,0,0,0,0,0.0081657,0.0070987,20.32,324.29,89.6,8.1309e-4,5.0395,6.8208,871.27,335.43,0.05,0.06263
1.4113,42.26,59.456,41.248,59.456,41.248,-0.051083,-6.6689e-7,0.051083,-180,0.13507,0.029195,32,-106,9.791,4.4294,0,0.0050403,-1.8003e-7,115564,55457,238.75,0.7548,381.36,346.95,1.6937,0.17791,20474788,5945.9,47.871,0.72816,0.76493,0.59584,0.0082135,0.12411,0.83932,1.412,-2.2762e-4,0,0,0,0,0.0097153,0.0073536,20.32,324.29,89.514,0.0010014,5.248,6.8018,870.96,335.42,0.05,0.0659
1.4613,45.284,61.518,41.266,61.519,41.266,-0.057853,-7.9538e-7,0.057853,-180,0.13512,0.042372,32,-106,9.791,4.295,0,0.00566,-8.9794e-8,115408,55301,238.58,0.75417,382.02,346.94,1.7267,0.18408,21178582,5943.2,51.112,0.7284,0.76319,0.5957,0.008289,0.12441,0.80756,1.3828,2.0664e-4,0,0,0,0,0.011445,0.0076087,20.32,324.29,89.418,0.0011056,5.3843,6.7822,870.63,335.41,0.05,0.069803
1.5113,48.411,63.582,41.288,63.582,41.288,-0.064495,-9.2055e-7,0.064495,-180,0.12947,0.17457,32,-106,9.791,3.8141,0,0.0062755,-2.1416e-7,115252,55145,238.41,0.75354,384.46,346.93,1.8472,0.19016,21871703,5940.8,54.06,0.72863,0.75671,0.59557,0.0083662,0.1247,0.69708,1.2748,-1.7329e-4,0,0,0,0,0.013185,0.0078639,20.32,324.29,89.311,0.0012418,5.1371,6.7618,870.3,335.4,0.05,0.073268
1.5613,51.642,65.651,41.408,65.651,41.409,-0.070714,-1.0324e-6,0.070714,-180,0.11845,0.27544,32,-106,9.7909,3.6606,0,0.0069108,-4.3639e-7,115096,54989,238.24,0.75291,385.28,346.92,1.8878,0.19635,22576596,5950.1,57.477,0.72888,0.75493,0.59542,0.0084476,0.12501,0.66291,1.2366,-1.3763e-4,0,0,0,0,0.014999,0.0081198,20.32,324.29,89.192,0.0013714,5.2493,6.7408,869.96,335.38,0.05,0.076147
1.6113,54.977,67.726,41.513,67.726,41.516,-0.076228,-1.1174e-6,0.076228,-180,0.10092,0.42172,32,-106,9.7909,3.288,0,0.0075391,-2.1031e-7,114940,54833,238.07,0.75228,387.31,346.91,1.9883,0.20249,23276293,5957.7,60.75,0.72914,0.75052,0.59528,0.0085313,0.12533,0.58202,1.14,8.1719e-5,0,0,0,0,0.016784,0.0083764,20.32,324.29,89.062,0.0014902,5.1053,6.7192,869.6,335.37,0.05,0.079373
1.6613,58.415,69.801,41.527,69.801,41.531,-0.080694,-1.1588e-6,0.080694,-180,0.076563,0.56022,32,-106,9.7909,3.0488,0,0.0081717,-3.0001e-7,114783,54676,237.9,0.75164,388.67,346.9,2.0557,0.20868,2.398e7,5954.9,64.275,0.7294,0.74799,0.59513,0.0086183,0.12566,0.5317,1.0744,1.1558e-4,0,0,0,0,0.018569,0.0086331,20.32,324.29,88.921,0.0016192,5.1147,6.6968,869.24,335.36,0.05,0.083194
1.7113,61.957,71.878,41.543,71.878,41.549,-0.083749,-1.1361e-6,0.083749,-180,0.0442,0.73275,32,-106,9.7909,2.678,0,0.0087814,-7.5221e-7,114627,54520,237.73,0.75101,390.85,346.89,2.1638,0.21484,2.468e7,5952.5,67.756,0.72968,0.74426,0.59497,0.0087078,0.126,0.45615,0.96643,-1.2528e-4,0,0,0,0,0.020233,0.0088899,20.32,324.29,88.768,0.0017728,4.9569,6.6738,868.86,335.34,0.05,0.08755
1.7613,65.603,73.955,41.558,73.955,41.567,-0.084977,-1.024e-6,0.084977,-180,0.0036047,0.88603,32,-106,9.7909,2.5081,0,0.0093751,-3.3488e-7,114471,54364,237.57,0.75038,391.9,346.88,2.2156,0.22106,25385012,5950.2,71.566,0.72996,0.74285,0.59481,0.0088011,0.12635,0.42254,0.91409,-4.6745e-4,0,0,0,0,0.021784,0.0091468,20.32,324.29,88.604,0.0018469,5.0498,6.6501,868.47,335.33,0.05,0.090243
1.8113,69.352,76.032,41.572,76.032,41.585,-0.083998,-7.9766e-7,0.083998,-180,0.043997,1.0358,32,-106,9.7909,2.4275,0,0.0099988,-4.3895e-7,114315,54208,237.4,0.74975,392.41,346.87,2.2411,0.2273,26093245,5948.2,75.584,0.73025,0.74238,0.59464,0.0088978,0.12672,0.40683,0.88882,-2.0403e-4,0,0,0,0,0.023438,0.0094038,20.32,324.29,88.43,0.0017853,5.2694,6.6257,868.07,335.31,0.05,0.095034
1.8613,73.206,78.111,41.588,78.111,41.607,-0.080405,-4.3689e-7,0.080405,-180,0.10163,1.2634,32,-106,9.7909,1.9686,0,0.010566,-4.7782e-7,114159,54052,237.23,0.74911,395.36,346.86,2.3871,0.23345,2.679e7,5946.3,79.295,0.73055,0.73869,0.59447,0.008996,0.12708,0.32001,0.73859,4.3704e-4,0,0,0,0,0.024817,0.0096609,20.32,324.29,88.245,0.0016807,4.9816,6.6007,867.66,335.3,0.05,0.09859
1.9113,77.163,80.19,41.601,80.191,41.627,-0.073664,7.6056e-8,0.073664,180,0.16972,1.466,32,-106,9.7909,1.7256,0,0.011097,-8.1072e-7,114003,53896,237.06,0.74848,397.01,346.85,2.4686,0.23966,27492429,5944.5,83.36,0.73086,0.73718,0.59429,0.0090982,0.12747,0.27592,0.65509,3.0809e-4,0,0,0,0,0.025972,0.0099181,20.32,324.29,88.05,0.001615,4.9817,6.5749,867.24,335.28,0.05,0.1024
1.9613,81.225,82.27,41.614,82.271,41.648,-0.06325,7.6423e-7,0.06325,180,0.24873,1.6947,32,-106,9.7909,1.3984,0,0.011565,-5.7944e-7,113847,53740,236.89,0.74785,399.31,346.84,2.5826,0.24586,28192422,5942.9,87.468,0.73118,0.73538,0.59412,0.0092031,0.12786,0.21857,0.53802,3.1292e-4,0,0,0,0,0.026809,0.010175,20.32,324.29,87.846,0.0016285,4.8586,6.5485,866.81,335.27,0.05,0.1064
2.0113,85.39,84.351,41.624,84.352,41.669,-0.048601,1.6598e-6,0.048601,180,0.33916,1.9252,32,-106,9.7908,1.1192,0,0.011971,-6.5497e-7,113691,53584,236.72,0.74722,401.37,346.83,2.6842,0.25207,28893549,5941.3,91.753,0.7315,0.73423,0.59393,0.0093114,0.12826,0.17151,0.43312,5.6853e-5,0,0,0,0,0.027329,0.010433,20.32,324.29,87.634,0.0016312,4.798,6.5215,866.37,335.25,0.05,0.1098
2.0613,89.66,86.432,41.633,86.433,41.689,-0.029136,2.7944e-6,0.029136,179.99,0.4414,2.1589,32,-106,9.7908,0.87073,0,0.012297,-9.7658e-7,113535,53428,236.55,0.74659,403.27,346.82,2.7783,0.2583,29595202,5939.8,96.194,0.73184,0.73351,0.59374,0.009423,0.12867,0.13106,0.3367,1.4814e-4,0,0,0,0,0.027467,0.01069,20.32,324.29,87.415,0.0016097,4.777,6.4937,865.91,335.23,0.05,0.11274
2.1113,94.034,88.514,41.64,88.515,41.707,-0.0042836,4.203e-6,0.0042836,179.94,0.55448,2.3725,32,-106,9.7908,0.77014,0,0.0126,-1.3726e-6,113379,53272,236.38,0.74596,404.07,346.81,2.818,0.26456,30301175,5938.3,100.86,0.73218,0.73349,0.59354,0.0095386,0.1291,0.11507,0.29644,3.7346e-4,0,0,0,0,0.02749,0.010948,20.32,324.29,87.191,0.0016205,4.9815,6.4653,865.45,335.22,0.05,0.11653
2.1613,98.511,90.595,41.644,90.598,41.727,0.02651,5.9259e-6,0.02651,0.012807,0.6794,2.626,32,-106,9.7908,0.49426,0,0.012829,-2.0007e-6,113224,53117,236.22,0.74533,406.29,346.8,2.9281,0.27079,31000966,5936.8,105.55,0.73253,0.73308,0.59335,0.0096566,0.12953,0.072354,0.18508,2.202e-4,0,0,0,0,0.027208,0.011205,20.32,324.29,86.962,0.0016699,4.912,6.4362,864.97,335.2,0.05,0.12028
2.2113,103.09,92.677,41.646,92.681,41.746,0.06387,8.0084e-6,0.06387,0.0071841,0.81714,2.8834,32,-106,9.7908,0.22813,0,0.012956,-4.0911e-6,113068,52961,236.05,0.7447,408.53,346.79,3.0387,0.27702,3.17e7,5935.4,110.39,0.7329,0.73301,0.59314,0.0097779,0.12998,0.032729,0.072762,4.6812e-4,0,0,0,0,0.026518,0.011463,20.32,324.29,86.73,0.0016681,4.8477,6.4064,864.48,335.18,0.05,0.12326
2.2613,107.78,94.759,41.645,94.764,41.763,0.10844,1.0494e-5,0.10844,0.005545,0.96762,3.1362,32,-106,9.7908,0.0051937,0,0.012982,-1.6779e-4,112912,52805,235.88,0.74406,410.48,346.78,3.1352,0.28326,32400553,5934,115.39,0.73327,0.73327,0.59293,0.0099028,0.13043,7.3243e-4,-0.012888,-1.7699e-4,0,0,0,0,0.014796,0.011721,20.32,324.29,86.497,0.0016542,4.8422,6.3759,863.99,335.16,0.05,0.12526
2.3113,112.57,96.841,41.643,96.848,41.78,0.16084,1.3428e-5,0.16084,0.0047833,1.1307,3.3877,32,-106,9.7908,0.19488,0,-0.012909,-4.4719e-6,112756,52649,235.71,0.74343,408.84,346.77,3.0549,0.28951,33100657,5932.7,120.54,0.73365,0.73373,0.59272,0.010031,0.1309,0.027892,0.10932,-1.8485e-4,0,0,0,0,-0.024107,0.011979,20.32,324.29,86.263,0.0016626,4.8629,6.3448,863.48,335.14,0.05,0.12744
2.3612,117.46,98.923,41.638,98.932,41.796,0.22172,1.6862e-5,0.22172,0.0043574,1.3062,3.631,32,-106,9.7908,0.34507,0,-0.012745,-2.9206e-6,112601,52494,235.54,0.7428,407.58,346.75,2.9933,0.29577,33801685,5931.3,125.84,0.73403,0.7343,0.5925,0.010163,0.13137,0.049965,0.17219,4.3507e-4,0,0,0,0,-0.022515,0.012236,20.32,324.29,86.032,0.0016747,4.9564,6.313,862.96,335.12,0.05,0.12968
2.4112,122.46,101,41.632,101.02,41.812,0.29166,2.085e-5,0.29166,0.0040959,1.4936,3.8711,32,-106,9.7907,0.48017,0,-0.012516,-2.2081e-6,112445,52338,235.37,0.74217,406.47,346.74,2.9392,0.30205,34502402,5930,131.27,0.73443,0.73495,0.59227,0.010299,0.13186,0.070251,0.22687,2.2936e-4,0,0,0,0,-0.020824,0.012494,20.32,324.29,85.805,0.0016381,5.0644,6.2805,862.42,335.1,0.05,0.13227
2.4612,127.56,103.09,41.621,103.1,41.826,0.3713,2.5438e-5,0.3713,0.0039253,1.694,4.1443,32,-106,9.7907,0.74904,0,-0.01216,-6.1705e-7,112290,52183,235.21,0.74154,404.32,346.73,2.8337,0.30827,35196729,5928.6,136.86,0.73484,0.73609,0.59205,0.010437,0.13235,0.11182,0.33604,-1.7084e-4,0,0,0,0,-0.018874,0.012752,20.32,324.29,85.583,0.0015801,4.9147,6.2473,861.88,335.08,0.05,0.13481
2.5112,132.77,105.17,41.608,105.18,41.84,0.46129,3.067e-5,0.46129,0.0038094,1.908,4.3997,32,-106,9.7907,0.94862,0,-0.011649,-2.9702e-7,112134,52027,235.04,0.74091,402.78,346.72,2.7585,0.31452,35892343,5927.3,142.59,0.73525,0.73724,0.59182,0.010579,0.13286,0.14371,0.41307,1.3396e-4,0,0,0,0,-0.016641,0.01301,20.32,324.29,85.368,0.0015936,4.8613,6.2135,861.33,335.06,0.05,0.13664
2.5612,138.08,107.25,41.601,107.27,41.852,0.56226,3.6603e-5,0.56226,0.00373,2.1323,4.5768,32,-106,9.7907,0.88726,0,-0.01112,-5.5881e-7,111979,51872,234.87,0.74028,403.26,346.71,2.7829,0.32086,36597663,5926,148.34,0.73568,0.73743,0.59157,0.010727,0.13338,0.13383,0.38651,-3.766e-4,0,0,0,0,-0.014572,0.013268,20.32,324.29,85.163,0.0015966,5.2723,6.179,860.76,335.04,0.05,0.13902
2.6112,143.49,109.33,41.59,109.35,41.863,0.67468,4.3299e-5,0.67468,0.0036771,2.366,4.7782,32,-106,9.7907,0.94171,0,-0.010566,-2.6413e-7,111823,51716,234.7,0.73965,402.86,346.7,2.7634,0.32716,37297173,5924.7,154.25,0.73612,0.73808,0.59133,0.010877,0.13391,0.14262,0.40701,-4.8023e-4,0,0,0,0,-0.012657,0.013526,20.32,324.29,84.968,0.0016075,5.4519,6.1438,860.19,335.02,0.05,0.14207
2.6612,149.01,111.4,41.573,111.43,41.874,0.79904,5.0817e-5,0.79904,0.0036438,2.6107,5.0107,32,-106,9.7907,1.1201,0,-0.0099195,-2.0994e-7,111668,51561,234.53,0.73903,401.52,346.69,2.6981,0.3334,37989446,5923.4,160.36,0.73656,0.73932,0.59108,0.01103,0.13445,0.17187,0.47398,-2.2629e-4,0,0,0,0,-0.010742,0.013784,20.32,324.29,84.784,0.0016048,5.3675,6.1079,859.6,335,0.05,0.1443
2.7112,154.63,113.48,41.553,113.52,41.884,0.93594,5.9215e-5,0.93594,0.003625,2.8672,5.255,32,-106,9.7906,1.3495,0,-0.0091353,-5.046e-7,111512,51405,234.37,0.7384,399.85,346.68,2.6163,0.33962,38677380,5922,166.65,0.73701,0.74097,0.59083,0.011186,0.13499,0.2105,0.55987,9.5942e-5,0,0,0,0,-0.0087816,0.014042,20.32,324.29,84.612,0.0015963,5.1448,6.0714,859,334.98,0.05,0.14678
2.7612,160.36,115.56,41.532,115.6,41.893,1.086,6.855e-5,1.086,0.0036167,3.1362,5.4865,32,-106,9.7906,1.5601,0,-0.0081689,2.8957e-8,111357,51250,234.2,0.73777,398.36,346.67,2.5437,0.34583,39364020,5920.7,173.09,0.73747,0.74272,0.59058,0.011346,0.13555,0.24698,0.63487,-4.9237e-4,0,0,0,0,-0.0067728,0.0143,20.32,324.29,84.456,0.0015779,4.9115,6.0342,858.39,334.96,0.05,0.14896
2.8112,166.19,117.63,41.523,117.68,41.9,1.2497,7.8884e-5,1.2497,0.0036166,3.4138,5.6069,32,-106,9.7906,1.4995,0,-0.0071449,-1.8157e-7,111202,51095,234.03,0.73714,398.8,346.66,2.5659,0.35216,40061905,5919.4,179.37,0.73795,0.74281,0.59032,0.011512,0.13612,0.23642,0.61117,1.3197e-4,0,0,0,0,-0.0049974,0.014558,20.32,324.29,84.318,0.0015963,5.1886,5.9963,857.77,334.93,0.05,0.15235
