Time (s),acceleration,altitude,speed
194.18,-176.52,7001.16,-43.11
194.18,-176.52,7001.16,-43.11
194.18,-176.52,7001.16,-43.11
194.18,-176.52,7001.16,-43.11
194.18,-176.52,7001.16,-43.11
194.25,-255.95,7019.18,-42.98
194.26,-255.95,7019.18,-42.98
194.35,-107.38,7014.15,-42.82
194.45,-154.45,7008.26,-42.88
194.55,-261.84,7011.9,-42.9
194.58,-261.84,7011.9,-42.9
194.65,-132.88,7011.9,-42.71
194.75,-127,7000.65,-42.78
194.85,-259.88,6981.12,-42.79
194.9,-259.88,6981.12,-42.79
194.95,-200.55,6997.53,-42.61
195.05,-101.99,6978.36,-42.69
195.15,-170.15,6962.5,-42.63
195.17,-170.15,6962.5,-42.63
195.17,-170.15,6962.5,-42.63
195.17,-170.15,6962.5,-42.63
195.17,-170.15,6962.5,-42.63
195.17,-170.15,6962.5,-42.63
195.22,-170.15,6962.5,-42.63
195.25,-233.89,6978.88,-42.57
195.35,-130.92,6959.05,-42.63
195.45,-202.02,6944.77,-42.74
195.54,-202.02,6944.77,-42.74
195.55,-252.03,6956.47,-42.87
195.65,-124.54,6958.36,-42.91
195.75,-166.71,6944.26,-42.99
195.85,-264.78,6953.72,-43.07
195.86,-264.78,6953.72,-43.07
195.95,-157.89,6964.22,-43.02
196.05,-113.76,6946.49,-43.02
196.15,-265.27,6926.92,-42.92
196.17,-265.27,6926.92,-42.92
196.17,-265.27,6926.92,-42.92
196.17,-265.27,6926.92,-42.92
196.17,-265.27,6926.92,-42.92
196.17,-265.27,6926.92,-42.92
196.18,-265.27,6926.92,-42.92
196.25,-252.03,6946.84,-42.68
196.35,-111.31,6931.03,-42.63
196.45,-230.46,6904.47,-42.49
196.5,-230.46,6904.47,-42.49
196.55,-215.26,6929.32,-42.27
196.65,-100.03,6919.2,-42.18
196.75,-208.39,6885.33,-42.05
196.82,-208.39,6885.33,-42.05
196.85,-232.91,6905.5,-41.96
196.95,-147.59,6894.38,-41.77
197.05,-191.72,6875.43,-41.67
197.14,-191.72,6875.43,-41.67
197.15,-265.76,6899.51,-41.46
197.17,-265.76,6899.51,-41.46
197.17,-265.76,6899.51,-41.46
197.17,-265.76,6899.51,-41.46
197.17,-265.76,6899.51,-41.46
197.17,-265.76,6899.51,-41.46
197.25,-114.74,6887.72,-41.17
197.35,-118.17,6875.6,-41.02
197.45,-271.64,6882.43,-40.8
197.46,-271.64,6882.43,-40.8
197.55,-115.23,6881.06,-40.55
197.65,-151.51,6867.25,-40.54
197.75,-278.02,6864.69,-40.53
197.78,-278.02,6864.69,-40.53
197.85,-169.16,6882.94,-40.46
197.95,-123.07,6863.5,-40.49
198.05,-211.33,6857.54,-40.62
198.1,-211.33,6857.54,-40.62
198.15,-201.53,6869.81,-40.82
198.18,-201.53,6869.81,-40.82
198.18,-201.53,6869.81,-40.82
198.18,-201.53,6869.81,-40.82
198.18,-201.53,6869.81,-40.82
198.18,-201.53,6869.81,-40.82
198.25,-98.07,6853.8,-40.92
198.35,-248.11,6817.98,-41.21
198.42,-248.11,6817.98,-41.21
198.45,-274.59,6832.22,-41.49
198.55,-102.48,6835.27,-41.7
198.65,-216.24,6808.32,-42.07
198.74,-216.24,6808.32,-42.07
198.75,-262.82,6826.45,-42.47
198.85,-128.96,6825.77,-42.67
198.95,-138.76,6818.14,-42.98
199.05,-274.59,6815.94,-43.24
199.06,-274.59,6815.94,-43.24
199.15,-155.93,6832.05,-43.25
199.17,-155.93,6832.05,-43.25
199.17,-155.93,6832.05,-43.25
199.17,-155.93,6832.05,-43.25
199.17,-155.93,6832.05,-43.25
199.17,-155.93,6832.05,-43.25
199.25,-111.31,6813.57,-43.33
199.35,-265.76,6800.71,-43.56
199.38,-265.76,6800.71,-43.56
199.45,-198.58,6812.72,-43.52
199.55,-123.07,6792.77,-43.56
199.65,-212.31,6757.69,-43.77
199.7,-212.31,6757.69,-43.77
199.75,-231.93,6778.75,-43.83
199.85,-109.83,6780.78,-43.72
199.95,-165.73,6764.26,-43.71
200.02,-165.73,6764.26,-43.71
200.05,-277.04,6772.35,-43.77
200.15,-148.57,6775.89,-43.67
200.17,-148.57,6775.89,-43.67
200.17,-148.57,6775.89,-43.67
200.17,-148.57,6775.89,-43.67
200.17,-148.57,6775.89,-43.67
200.17,-148.57,6775.89,-43.67
200.25,-119.64,6767.96,-43.65
200.34,-119.64,6767.96,-43.65
200.35,-256.44,6749.45,-43.93
200.45,-189.76,6764.76,-43.93
200.55,-101.5,6741.05,-43.78
200.65,-147.1,6724.77,-43.75
200.66,-147.1,6724.77,-43.75
200.75,-258.41,6741.72,-43.62
200.85,-109.83,6741.39,-43.4
200.95,-176.03,6721.75,-43.33
200.98,-176.03,6721.75,-43.33
201.05,-270.66,6735.51,-43.36
201.15,-148.08,6735.17,-43.23
201.18,-148.08,6735.17,-43.23
201.18,-148.08,6735.17,-43.23
201.18,-148.08,6735.17,-43.23
201.18,-148.08,6735.17,-43.23
201.18,-148.08,6735.17,-43.23
201.25,-121.6,6722.76,-43.11
201.3,-121.6,6722.76,-43.11
201.35,-252.03,6698.49,-43.09
201.45,-242.22,6725.11,-42.95
201.55,-101.01,6698.82,-42.81
201.62,-101.01,6698.82,-42.81
201.65,-203.49,6679.79,-42.91
201.75,-256.44,6698.66,-42.89
201.85,-135.82,6701,-42.75
201.94,-135.82,6701,-42.75
201.95,-130.43,6691.14,-42.59
202.05,-257.91,6675.12,-42.29
202.15,-232.42,6682.62,-42.05
202.18,-232.42,6682.62,-42.05
202.18,-232.42,6682.62,-42.05
202.18,-232.42,6682.62,-42.05
202.18,-232.42,6682.62,-42.05
202.18,-232.42,6682.62,-42.05
202.25,-106.4,6675.78,-41.78
202.26,-106.4,6675.78,-41.78
202.35,-192.21,6648.82,-41.71
202.45,-269.68,6667.45,-41.59
202.55,-171.62,6677.79,-41.51
202.58,-171.62,6677.79,-41.51
202.65,-126.02,6665.45,-41.37
202.75,-251.05,6651.81,-41.18
202.85,-274.1,6658.3,-41.15
202.9,-274.1,6658.3,-41.15
202.95,-105.42,6635.69,-41.1
203.05,-196.62,6622.76,-40.98
203.15,-278.02,6634.86,-40.91
203.17,-278.02,6634.86,-40.91
203.17,-278.02,6634.86,-40.91
203.17,-278.02,6634.86,-40.91
203.17,-278.02,6634.86,-40.91
203.17,-278.02,6634.86,-40.91
203.22,-278.02,6634.86,-40.91
203.25,-168.67,6649.48,-40.96
203.35,-135.82,6631.05,-41.08
203.45,-270.17,6629.06,-41.11
203.54,-270.17,6629.06,-41.11
203.55,-227.02,6635.2,-41.31
203.65,-109.83,6607.85,-41.49
203.75,-212.8,6594.46,-41.48
203.85,-274.59,6605.7,-41.47
203.86,-274.59,6605.7,-41.47
203.95,-195.15,6614.14,-41.7
204.05,-139.25,6615.3,-41.81
204.15,-263.8,6592.64,-41.74
204.18,-263.8,6592.64,-41.74
204.18,-263.8,6592.64,-41.74
204.18,-263.8,6592.64,-41.74
204.18,-263.8,6592.64,-41.74
204.18,-263.8,6592.64,-41.74
204.18,-263.8,6592.64,-41.74
204.25,-240.26,6599.58,-41.75
204.35,-108.36,6576.97,-42
204.45,-192.7,6569.88,-41.97
204.5,-192.7,6569.88,-41.97
204.55,-284.39,6584.06,-41.74
204.65,-192.21,6593.31,-41.65
204.75,-117.68,6573.51,-41.81
204.82,-117.68,6573.51,-41.81
204.85,-231.44,6547.67,-41.74
204.95,-272.62,6569.88,-41.68
205.05,-183.38,6563.46,-41.64
205.14,-183.38,6563.46,-41.64
205.15,-140.73,6553.09,-41.69
205.17,-140.73,6553.09,-41.69
205.17,-140.73,6553.09,-41.69
205.17,-140.73,6553.09,-41.69
205.17,-140.73,6553.09,-41.69
205.17,-140.73,6553.09,-41.69
205.25,-262.33,6546.02,-41.52
205.35,-206.92,6550.3,-41.38
205.45,-129.45,6532.56,-41.32
205.46,-129.45,6532.56,-41.32
205.55,-167.2,6529.77,-41.37
205.65,-273.12,6540.6,-41.48
205.75,-180.93,6540.6,-41.51
205.78,-180.93,6540.6,-41.51
205.85,-103.46,6528.3,-41.51
205.95,-182.89,6496.38,-41.65
206.05,-275.08,6527.48,-41.69
206.1,-275.08,6527.48,-41.69
206.15,-230.95,6532.72,-41.79
206.18,-230.95,6532.72,-41.79
206.18,-230.95,6532.72,-41.79
206.18,-230.95,6532.72,-41.79
206.18,-230.95,6532.72,-41.79
206.18,-230.95,6532.72,-41.79
206.25,-104.44,6510.44,-41.91
206.35,-205.94,6483.64,-42.26
206.42,-205.94,6483.64,-42.26
206.45,-264.78,6504.71,-42.45
206.55,-152.98,6515.68,-42.46
206.65,-110.82,6492.62,-42.44
206.74,-110.82,6492.62,-42.44
206.75,-239.28,6460.18,-42.73
206.85,-259.88,6488.87,-42.96
206.95,-150.53,6495.56,-42.87
207.05,-104.93,6482.17,-42.88
207.06,-104.93,6482.17,-42.88
207.15,-240.75,6446.68,-42.99
207.18,-240.75,6446.68,-42.99
207.18,-240.75,6446.68,-42.99
207.18,-240.75,6446.68,-42.99
207.18,-240.75,6446.68,-42.99
207.18,-240.75,6446.68,-42.99
207.25,-267.23,6470.6,-42.97
207.35,-161.81,6477.44,-42.82
207.38,-161.81,6477.44,-42.82
207.45,-138.27,6456.76,-42.84
207.55,-237.81,6434.83,-42.87
207.65,-269.68,6451.4,-42.64
207.7,-269.68,6451.4,-42.64
207.75,-167.69,6462.62,-42.29
207.85,-123.56,6441.65,-42.09
207.95,-160.34,6411.49,-42.17
208.02,-160.34,6411.49,-42.17
208.05,-270.17,6433.53,-41.89
208.15,-153.47,6441,-41.49
208.17,-153.47,6441,-41.49
208.17,-153.47,6441,-41.49
208.17,-153.47,6441,-41.49
208.17,-153.47,6441,-41.49
208.17,-153.47,6441,-41.49
208.25,-114.74,6421.37,-41.33
208.34,-114.74,6421.37,-41.33
208.35,-155.44,6400.98,-41.39
208.45,-265.76,6423.64,-41.18
208.55,-170.15,6426.07,-40.87
208.65,-112.78,6411.82,-40.74
208.66,-112.78,6411.82,-40.74
208.75,-188.78,6376.12,-40.96
208.85,-276.06,6402.44,-40.89
208.95,-247.62,6414.89,-40.69
208.98,-247.62,6414.89,-40.69
209.05,-110.32,6389.19,-40.63
209.15,-216.24,6371.93,-40.95
209.18,-216.24,6371.93,-40.95
209.18,-216.24,6371.93,-40.95
209.18,-216.24,6371.93,-40.95
209.18,-216.24,6371.93,-40.95
209.18,-216.24,6371.93,-40.95
209.25,-279,6388.54,-41
209.3,-279,6388.54,-41
209.35,-198.58,6390.16,-40.91
209.45,-126.02,6363.24,-40.95
209.55,-200.55,6354.23,-41.19
209.62,-200.55,6354.23,-41.19
209.65,-279,6377.73,-41.25
209.75,-210.84,6384.99,-41.18
209.85,-122.09,6358.09,-41.23
209.94,-122.09,6358.09,-41.23
209.95,-199.57,6332.22,-41.48
210.05,-280.96,6354.55,-41.46
210.15,-176.52,6364.04,-41.39
210.18,-176.52,6364.04,-41.39
210.18,-176.52,6364.04,-41.39
210.18,-176.52,6364.04,-41.39
210.18,-176.52,6364.04,-41.39
210.18,-176.52,6364.04,-41.39
210.25,-114.74,6338.16,-41.46
210.26,-114.74,6338.16,-41.46
210.35,-203.98,6319.24,-41.55
210.45,-287.33,6339.6,-41.46
210.55,-239.77,6339.93,-41.44
210.58,-239.77,6339.93,-41.44
210.65,-122.09,6329.02,-41.47
210.75,-214.28,6295.88,-41.64
210.85,-267.23,6314.6,-41.49
210.9,-267.23,6314.6,-41.49
210.95,-156.42,6329.02,-41.38
211.05,-128.47,6314.12,-41.5
211.15,-237.32,6280.88,-41.57
211.18,-237.32,6280.88,-41.57
211.18,-237.32,6280.88,-41.57
211.18,-237.32,6280.88,-41.57
211.18,-237.32,6280.88,-41.57
211.18,-237.32,6280.88,-41.57
211.22,-237.32,6280.88,-41.57
211.25,-267.23,6299.08,-41.42
211.35,-214.77,6313.47,-41.25
211.45,-131.9,6302.6,-41.44
211.54,-131.9,6302.6,-41.44
211.55,-267.72,6276.26,-41.47
211.65,-291.26,6283.27,-41.34
211.75,-145.14,6286.3,-41.21
211.85,-157.4,6279.76,-41.29
211.86,-157.4,6279.76,-41.29
211.95,-271.15,6260.49,-41.34
212.05,-255.46,6269.4,-41.25
212.15,-137.29,6263.99,-41.19
212.18,-137.29,6263.99,-41.19
212.18,-137.29,6263.99,-41.19
212.18,-137.29,6263.99,-41.19
212.18,-137.29,6263.99,-41.19
212.18,-137.29,6263.99,-41.19
212.18,-137.29,6263.99,-41.19
212.25,-170.64,6253.33,-41.17
212.35,-284.39,6256.83,-41.04
212.45,-241.73,6251.11,-40.89
212.5,-241.73,6251.11,-40.89
212.55,-116.7,6237.45,-40.84
212.65,-175.05,6239.03,-40.75
212.75,-230.95,6239.51,-40.69
212.82,-230.95,6239.51,-40.69
212.85,-207.41,6250.63,-40.55
212.95,-141.71,6225.87,-40.42
213.05,-195.64,6211.14,-40.29
213.14,-195.64,6211.14,-40.29
213.15,-291.26,6228.4,-40.32
213.18,-291.26,6228.4,-40.32
213.18,-291.26,6228.4,-40.32
213.18,-291.26,6228.4,-40.32
213.18,-291.26,6228.4,-40.32
213.18,-291.26,6228.4,-40.32
213.25,-180.44,6234.43,-40.3
213.35,-125.53,6223.81,-40.15
213.45,-231.93,6182.86,-40.05
213.46,-231.93,6182.86,-40.05
213.55,-273.61,6210.98,-40.21
213.65,-143.18,6203.39,-40.44
213.75,-141.22,6195.8,-40.51
213.78,-141.22,6195.8,-40.51
213.85,-232.91,6184.43,-40.58
213.95,-242.22,6201.01,-40.76
214.05,-123.07,6186.33,-40.91
214.1,-123.07,6186.33,-40.91
214.15,-166.71,6170.09,-41
214.18,-166.71,6170.09,-41
214.18,-166.71,6170.09,-41
214.18,-166.71,6170.09,-41
214.18,-166.71,6170.09,-41
214.18,-166.71,6170.09,-41
214.25,-302.54,6183.96,-41.21
214.35,-213.29,6198.96,-41.43
214.42,-213.29,6198.96,-41.43
214.45,-118.17,6164.73,-41.54
214.55,-228.99,6147.75,-41.53
214.65,-292.24,6162.21,-41.53
214.74,-292.24,6162.21,-41.53
214.75,-178.48,6172.61,-41.59
214.85,-139.74,6153.09,-41.43
214.95,-202.02,6134.87,-41.44
215.05,-270.66,6151.52,-41.51
215.06,-270.66,6151.52,-41.51
215.15,-131.9,6145.07,-41.31
215.18,-131.9,6145.07,-41.31
215.18,-131.9,6145.07,-41.31
215.18,-131.9,6145.07,-41.31
215.18,-131.9,6145.07,-41.31
215.18,-131.9,6145.07,-41.31
215.25,-175.54,6126.4,-40.92
215.35,-300.57,6135.34,-40.63
215.38,-300.57,6135.34,-40.63
215.45,-230.46,6136.44,-40.66
215.55,-122.58,6114.65,-40.33
215.65,-229.97,6095.1,-40.09
215.7,-229.97,6095.1,-40.09
215.75,-293.22,6122.33,-39.93
215.85,-149.55,6121.54,-39.65
215.95,-148.57,6111.52,-39.28
216.02,-148.57,6111.52,-39.28
216.05,-200.55,6100.1,-39.1
216.15,-234.38,6106.51,-39.14
216.18,-234.38,6106.51,-39.14
216.18,-234.38,6106.51,-39.14
216.18,-234.38,6106.51,-39.14
216.18,-234.38,6106.51,-39.14
216.18,-234.38,6106.51,-39.14
216.25,-119.64,6086.98,-38.98
216.34,-119.64,6086.98,-38.98
216.35,-195.15,6078.4,-38.82
216.45,-300.57,6094.48,-38.9
216.55,-175.54,6107.3,-39
216.65,-130.92,6083.86,-38.98
216.66,-130.92,6083.86,-38.98
216.75,-266.25,6060.8,-39.08
216.85,-254.97,6079.65,-39.42
216.95,-124.05,6062.05,-39.77
216.98,-124.05,6062.05,-39.77
217.05,-182.89,6053.02,-39.95
217.15,-288.81,6068.58,-40.12
217.18,-288.81,6068.58,-40.12
217.18,-288.81,6068.58,-40.12
217.18,-288.81,6068.58,-40.12
217.18,-288.81,6068.58,-40.12
217.18,-288.81,6068.58,-40.12
217.25,-183.38,6079.81,-40.49
217.3,-183.38,6079.81,-40.49
217.35,-133.86,6057.53,-40.68
217.45,-284.39,6031.75,-40.83
217.55,-264.78,6049.29,-41.07
217.62,-264.78,6049.29,-41.07
217.65,-139.74,6036.25,-41.26
217.75,-175.54,6026.47,-41.16
217.85,-306.46,6049.6,-41.03
217.94,-306.46,6049.6,-41.03
217.95,-212.8,6038.42,-41.05
218.05,-147.59,6020.27,-40.99
218.15,-264.29,5999.38,-40.8
218.18,-264.29,5999.38,-40.8
218.18,-264.29,5999.38,-40.8
218.18,-264.29,5999.38,-40.8
218.18,-264.29,5999.38,-40.8
218.18,-264.29,5999.38,-40.8
218.25,-306.46,6023.06,-40.66
218.26,-306.46,6023.06,-40.66
218.35,-159.85,6013,-40.52
218.45,-177.99,6008.66,-40.2
218.55,-299.59,6014.39,-39.9
218.58,-299.59,6014.39,-39.9
218.65,-241.73,6009.28,-39.81
218.75,-134.35,5979.47,-39.74
218.85,-236.83,5968.52,-39.51
218.9,-236.83,5968.52,-39.51
218.95,-304.5,5983.32,-39.44
219.05,-191.23,5988.73,-39.54
219.15,-148.08,5991.04,-39.46
219.18,-148.08,5991.04,-39.46
219.18,-148.08,5991.04,-39.46
219.18,-148.08,5991.04,-39.46
219.18,-148.08,5991.04,-39.46
219.18,-148.08,5991.04,-39.46
219.22,-148.08,5991.04,-39.46
219.25,-276.06,5967.14,-39.33
219.35,-305.48,5977.31,-39.41
219.45,-129.94,5972.07,-39.74
219.54,-129.94,5972.07,-39.74
219.55,-181.91,5963.29,-39.88
219.65,-305.97,5968.83,-40.06
219.75,-277.04,5968.37,-40.27
219.85,-128.47,5958.52,-40.47
219.86,-128.47,5958.52,-40.47
219.95,-233.89,5931.17,-40.64
220.05,-287.83,5944.37,-40.89
220.15,-152.49,5944.99,-41.12
220.18,-152.49,5944.99,-41.12
220.18,-152.49,5944.99,-41.12
220.18,-152.49,5944.99,-41.12
220.18,-152.49,5944.99,-41.12
220.18,-152.49,5944.99,-41.12
220.18,-152.49,5944.99,-41.12
220.25,-150.04,5939.77,-41.26
220.35,-303.03,5931.17,-41.35
220.45,-300.08,5932.25,-41.4
220.5,-300.08,5932.25,-41.4
220.55,-129.45,5914.93,-41.31
220.65,-171.13,5905.59,-41.35
220.75,-305.48,5920.75,-41.45
220.82,-305.48,5920.75,-41.45
220.85,-216.73,5920.29,-41.43
220.95,-153.47,5906.51,-41.24
221.05,-251.54,5886.64,-41.1
221.14,-251.54,5886.64,-41.1
221.15,-302.04,5903.14,-40.87
221.17,-302.04,5903.14,-40.87
221.17,-302.04,5903.14,-40.87
221.17,-302.04,5903.14,-40.87
221.17,-302.04,5903.14,-40.87
221.17,-302.04,5903.14,-40.87
221.25,-189.76,5906.2,-40.65
221.35,-136.8,5893.51,-40.37
221.45,-257.42,5873.37,-40.27
221.46,-257.42,5873.37,-40.27
221.55,-291.26,5884.35,-40.14
221.65,-152.49,5884.66,-39.82
221.75,-135.33,5879.17,-39.56
221.78,-135.33,5879.17,-39.56
221.85,-258.9,5854.04,-39.51
221.95,-270.17,5870.17,-39.5
222.05,-155.93,5864.08,-39.26
222.1,-155.93,5864.08,-39.26
222.15,-143.18,5868.04,-39.17
222.18,-143.18,5868.04,-39.17
222.18,-143.18,5868.04,-39.17
222.18,-143.18,5868.04,-39.17
222.18,-143.18,5868.04,-39.17
222.18,-143.18,5868.04,-39.17
222.25,-260.86,5843.24,-39.16
222.35,-277.04,5851.15,-39.06
222.42,-277.04,5851.15,-39.06
222.45,-155.44,5849.63,-38.93
222.55,-137.29,5851.76,-39
222.65,-212.8,5824.28,-39.07
222.74,-212.8,5824.28,-39.07
222.75,-286.84,5830.8,-39.06
222.85,-170.64,5840.81,-39.07
222.95,-154.95,5832.47,-39.12
223.05,-273.12,5810.04,-39.2
223.06,-273.12,5810.04,-39.2
223.15,-290.28,5822.3,-39.34
223.17,-290.28,5822.3,-39.34
223.17,-290.28,5822.3,-39.34
223.17,-290.28,5822.3,-39.34
223.17,-290.28,5822.3,-39.34
223.17,-290.28,5822.3,-39.34
223.25,-155.44,5831.4,-39.41
223.35,-147.1,5816.7,-39.37
223.38,-147.1,5816.7,-39.37
223.45,-245.17,5789.48,-39.52
223.55,-288.32,5802.17,-39.71
223.65,-177.99,5818.67,-39.77
223.7,-177.99,5818.67,-39.77
223.75,-134.84,5801.87,-39.75
223.85,-251.05,5773.93,-39.92
223.95,-284.88,5788.57,-39.95
224.02,-284.88,5788.57,-39.95
224.05,-219.18,5800.2,-39.91
224.15,-138.27,5769.11,-39.82
224.17,-138.27,5769.11,-39.82
224.17,-138.27,5769.11,-39.82
224.17,-138.27,5769.11,-39.82
224.17,-138.27,5769.11,-39.82
224.17,-138.27,5769.11,-39.82
224.25,-215.26,5761.28,-39.81
224.34,-215.26,5761.28,-39.81
224.35,-296.65,5782.98,-39.68
224.45,-258.41,5777.7,-39.69
224.55,-135.82,5755.71,-39.56
224.65,-176.52,5756.46,-39.45
224.66,-176.52,5756.46,-39.45
224.75,-282.92,5751.95,-39.28
224.85,-304.5,5751.65,-39.21
224.95,-226.53,5754.21,-39.03
224.98,-226.53,5754.21,-39.03
225.05,-140.24,5755.11,-38.92
225.15,-270.17,5722.97,-38.77
225.18,-270.17,5722.97,-38.77
225.18,-270.17,5722.97,-38.77
225.18,-270.17,5722.97,-38.77
225.18,-270.17,5722.97,-38.77
225.18,-270.17,5722.97,-38.77
225.25,-300.08,5733.47,-38.6
225.3,-300.08,5733.47,-38.6
225.35,-202.51,5756.01,-38.5
225.45,-136.8,5727.77,-38.52
225.55,-223.1,5703.36,-38.41
225.62,-223.1,5703.36,-38.41
225.65,-309.89,5721.62,-38.24
225.75,-221.14,5730.17,-38.34
225.85,-142.69,5706.35,-38.52
225.94,-142.69,5706.35,-38.52
225.95,-130.92,5705,-38.51
226.05,-256.44,5712.34,-38.46
226.15,-262.33,5704.85,-38.79
226.18,-262.33,5704.85,-38.79
226.18,-262.33,5704.85,-38.79
226.18,-262.33,5704.85,-38.79
226.18,-262.33,5704.85,-38.79
226.18,-262.33,5704.85,-38.79
226.25,-152.49,5702.91,-38.98
226.26,-152.49,5702.91,-38.98
226.35,-158.38,5698.12,-38.98
226.45,-267.23,5669.91,-39.09
226.55,-296.16,5689.75,-39.44
226.58,-296.16,5689.75,-39.44
226.65,-202.51,5696.93,-39.68
226.75,-131.41,5684.38,-39.73
226.85,-218.2,5653.38,-39.86
226.9,-218.2,5653.38,-39.86
226.95,-299.59,5680.05,-40.05
227.05,-293.71,5677.96,-40.12
227.15,-133.86,5660.53,-40.27
227.18,-133.86,5660.53,-40.27
227.18,-133.86,5660.53,-40.27
227.18,-133.86,5660.53,-40.27
227.18,-133.86,5660.53,-40.27
227.18,-133.86,5660.53,-40.27
227.22,-133.86,5660.53,-40.27
227.25,-164.75,5655.47,-40.39
227.35,-245.17,5655.76,-40.33
227.45,-274.1,5654.28,-40.33
227.54,-274.1,5654.28,-40.33
227.55,-165.73,5652.94,-40.39
227.65,-160.34,5643.27,-40.22
227.75,-257.91,5617.45,-39.99
227.85,-298.61,5631.84,-39.96
227.86,-298.61,5631.84,-39.96
227.95,-161.81,5640.45,-39.81
228.05,-142.2,5632.43,-39.56
228.15,-175.05,5598.51,-39.34
228.18,-175.05,5598.51,-39.34
228.18,-175.05,5598.51,-39.34
228.18,-175.05,5598.51,-39.34
228.18,-175.05,5598.51,-39.34
228.18,-175.05,5598.51,-39.34
228.18,-175.05,5598.51,-39.34
228.25,-296.65,5625.46,-39.32
228.35,-191.72,5627.54,-39.17
228.45,-138.27,5609.75,-39.08
228.5,-138.27,5609.75,-39.08
228.55,-253.5,5589.05,-38.96
228.65,-306.95,5600.58,-38.85
228.75,-224.08,5624.27,-38.79
228.82,-224.08,5624.27,-38.79
228.85,-127,5594.52,-38.9
228.95,-148.08,5574.88,-38.88
229.05,-304.5,5590.97,-38.85
229.14,-304.5,5590.97,-38.85
229.15,-217.71,5591.12,-39.09
229.18,-217.71,5591.12,-39.09
229.18,-217.71,5591.12,-39.09
229.18,-217.71,5591.12,-39.09
229.18,-217.71,5591.12,-39.09
229.18,-217.71,5591.12,-39.09
229.25,-180.44,5569.13,-39.25
229.35,-182.89,5572.96,-39.27
229.45,-310.38,5579.45,-39.31
229.46,-310.38,5579.45,-39.31
229.55,-258.9,5572.81,-39.51
229.65,-151.02,5571.63,-39.62
229.75,-176.03,5562.35,-39.81
229.78,-176.03,5562.35,-39.81
229.85,-285.37,5542.78,-39.9
229.95,-291.26,5553.52,-39.86
230.05,-157.89,5554.11,-39.88
230.1,-157.89,5554.11,-39.88
230.15,-139.74,5547.05,-40.01
230.18,-139.74,5547.05,-40.01
230.18,-139.74,5547.05,-40.01
230.18,-139.74,5547.05,-40.01
230.18,-139.74,5547.05,-40.01
230.18,-139.74,5547.05,-40.01
230.25,-234.87,5516.07,-39.92
230.35,-296.65,5541.9,-39.79
230.42,-296.65,5541.9,-39.79
230.45,-213.78,5548.81,-39.92
230.55,-135.33,5522.38,-40.01
230.65,-179.95,5517.98,-39.88
230.74,-179.95,5517.98,-39.88
230.75,-299.59,5524.28,-39.7
230.85,-270.66,5516.66,-39.77
230.95,-164.26,5509.19,-39.82
231.05,-155.93,5513.29,-39.76
231.06,-155.93,5513.29,-39.76
231.15,-269.68,5485.21,-39.75
231.18,-269.68,5485.21,-39.75
231.18,-269.68,5485.21,-39.75
231.18,-269.68,5485.21,-39.75
231.18,-269.68,5485.21,-39.75
231.18,-269.68,5485.21,-39.75
231.25,-307.93,5500.56,-39.76
231.35,-178.97,5515.34,-39.83
231.38,-178.97,5515.34,-39.83
231.45,-155.93,5500.41,-39.77
231.55,-203.98,5469.3,-39.62
231.65,-308.91,5488.13,-39.59
231.7,-308.91,5488.13,-39.59
231.75,-297.63,5485.35,-39.62
231.85,-162.3,5470.76,-39.65
231.95,-176.52,5476.45,-39.58
232.02,-176.52,5476.45,-39.58
232.05,-289.3,5466.53,-39.47
232.15,-289.3,5466.68,-39.31
232.18,-289.3,5466.68,-39.31
232.18,-289.3,5466.68,-39.31
232.18,-289.3,5466.68,-39.31
232.18,-289.3,5466.68,-39.31
232.18,-289.3,5466.68,-39.31
232.25,-161.32,5463.04,-39.46
232.34,-161.32,5463.04,-39.46
232.35,-141.71,5460.27,-39.26
232.45,-239.28,5431.48,-38.9
232.55,-298.12,5448.33,-38.86
232.65,-212.31,5461,-38.76
232.66,-212.31,5461,-38.76
232.75,-130.43,5439.17,-38.64
232.85,-212.8,5426.4,-38.51
232.95,-299.59,5437.72,-38.36
232.98,-299.59,5437.72,-38.36
233.05,-264.29,5431.04,-38.16
233.15,-150.04,5417.84,-38.23
233.18,-150.04,5417.84,-38.23
233.18,-150.04,5417.84,-38.23
233.18,-150.04,5417.84,-38.23
233.18,-150.04,5417.84,-38.23
233.18,-150.04,5417.84,-38.23
233.25,-154.95,5428.28,-38.03
233.3,-154.95,5428.28,-38.03
233.35,-251.54,5406.68,-37.78
233.45,-293.22,5417.55,-37.67
233.55,-202.02,5428.28,-37.64
233.62,-202.02,5428.28,-37.64
233.65,-170.15,5401.04,-37.65
233.75,-206.92,5393.08,-37.63
233.85,-292.73,5402.34,-37.54
233.94,-292.73,5402.34,-37.54
233.95,-273.12,5395.25,-37.53
234.05,-158.87,5392.79,-37.56
234.15,-131.9,5396.84,-37.63
234.18,-131.9,5396.84,-37.63
234.18,-131.9,5396.84,-37.63
234.18,-131.9,5396.84,-37.63
234.18,-131.9,5396.84,-37.63
234.18,-131.9,5396.84,-37.63
234.25,-239.77,5362.34,-37.65
234.26,-239.77,5362.34,-37.65
234.35,-299.1,5386.72,-37.61
234.45,-223.1,5396.84,-37.75
234.55,-146.12,5360.04,-37.88
234.58,-146.12,5360.04,-37.88
234.65,-184.86,5366.81,-37.85
234.75,-222.61,5357.44,-37.9
