Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s),Total velocity (m/s),Total acceleration (m/s),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (),Lateral velocity (m/s),Lateral acceleration (m/s),Latitude (),Longitude (),Gravitational acceleration (m/s),Angle of attack (),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kgm),Rotational moment of inertia (kgm),CP location (in),CG location (in),Stability margin calibers (),Mach number (),Reynolds number (),Thrust (N),Drag force (N),Drag coefficient (),Axial drag coefficient (),Friction drag coefficient (),Pressure drag coefficient (),Base drag coefficient (),Normal force coefficient (),Pitch moment coefficient (),Yaw moment coefficient (),Side force coefficient (),Roll moment coefficient (),Roll forcing coefficient (),Roll damping coefficient (),Pitch damping coefficient (),Coriolis acceleration (m/s),Reference length (in),Reference area (cm),Vertical orientation (zenith) (),Lateral orientation (azimuth) (),Wind velocity (m/s),Air temperature (C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
47.831,16407,144.94,-10.544,194.36,10.571,6528.5,10.717,6528.5,0.094051,129.49,0.76418,28.61,-80.533,9.738,0.020994,0,-0.0064344,2.0293e-4,60976,0,290.53,0.44215,161.34,145.11,2.3189,0.67255,13343565,0,66.204,0.85442,0.85443,0.64157,0.03405,0.1788,0.002073,0.0074196,4.7426e-4,0,0,0,0,-0.0022315,0.026458,7,248.29,46.488,0.17015,NaN,-56.5,97.244,297.06,0.05,0.17053
47.881,16414,144.42,-10.536,193.95,10.564,6535,10.737,6535,0.094138,129.46,0.76685,28.61,-80.533,9.738,0.019309,0,0.0064317,1.4705e-4,60976,0,290.53,0.44215,161.34,145.11,2.3193,0.67185,13314450,0,65.982,0.85432,0.85432,0.64164,0.034009,0.17868,0.0019061,0.0025398,3.7894e-5,0,0,0,0,0.0022343,0.026406,7,248.29,46.373,0.17026,NaN,-56.5,97.134,297.06,0.05,0.17076
47.931,16421,143.89,-10.527,193.53,10.556,6541.5,10.758,6541.5,0.094225,129.42,0.77169,28.61,-80.533,9.7379,0.077827,0,0.0064383,1.1329e-5,60976,0,290.53,0.44215,161.09,145.11,2.2835,0.67135,1.329e7,0,65.806,0.85425,0.85427,0.64168,0.03398,0.17859,0.0077451,0.015819,3.6901e-4,0,0,0,0,0.0022422,0.026355,7,248.29,46.257,0.17037,NaN,-56.5,97.024,297.06,0.05,0.1709
47.981,16428,143.36,-10.521,193.11,10.549,6548,10.778,6548,0.094312,129.38,0.77273,28.61,-80.533,9.7379,0.10417,0,0.0064448,-8.7892e-7,60976,0,290.53,0.44215,160.98,145.11,2.2671,0.6705,13257675,0,65.556,0.85413,0.85416,0.64176,0.03393,0.17844,0.010404,0.0217,2.0124e-4,0,0,0,0,0.0022525,0.026304,7,248.29,46.141,0.17048,NaN,-56.5,96.915,297.06,0.05,0.17104
48.031,16436,142.84,-10.511,192.7,10.54,6554.4,10.799,6554.4,0.094399,129.34,0.77977,28.61,-80.533,9.7379,0.18022,0,0.0064554,-1.4494e-5,60976,0,290.53,0.44215,160.66,145.11,2.2221,0.67021,13237093,0,65.427,0.85409,0.85418,0.64178,0.033914,0.17839,0.018187,0.037756,6.7094e-5,0,0,0,0,0.0022618,0.026253,7,248.29,46.025,0.17059,NaN,-56.5,96.806,297.06,0.05,0.17119
48.081,16443,142.31,-10.504,192.28,10.533,6560.9,10.82,6560.9,0.094486,129.3,0.78174,28.61,-80.533,9.7379,0.21401,0,0.006472,-1.7764e-5,60976,0,290.53,0.44215,160.52,145.11,2.2018,0.66945,13207275,0,65.2,0.85398,0.8541,0.64185,0.03387,0.17826,0.021696,0.045237,3.6434e-4,0,0,0,0,0.0022786,0.026202,7,248.29,45.908,0.1707,NaN,-56.5,96.697,297.06,0.05,0.17133
48.131,16450,141.79,-10.502,191.87,10.53,6567.3,10.84,6567.4,0.094573,129.26,0.77266,28.61,-80.533,9.7378,0.15643,0,0.0064873,-1.3701e-5,60976,0,290.53,0.44215,160.74,145.11,2.2338,0.66765,13157075,0,64.754,0.85373,0.85379,0.64201,0.033766,0.17795,0.015733,0.032399,-3.769e-5,0,0,0,0,0.0023018,0.026152,7,248.29,45.792,0.17081,NaN,-56.5,96.589,297.06,0.05,0.17147
48.181,16457,141.26,-10.5,191.45,10.528,6573.8,10.861,6573.8,0.09466,129.22,0.76453,28.61,-80.533,9.7378,0.10541,0,0.0064968,-6.4891e-6,60976,0,290.53,0.44215,160.94,145.11,2.2624,0.66593,13108473,0,64.328,0.85348,0.85351,0.64217,0.033667,0.17765,0.010526,0.021764,-3.7253e-4,0,0,0,0,0.0023205,0.026101,7,248.29,45.675,0.17091,NaN,-56.5,96.481,297.06,0.05,0.17161
48.231,16464,140.74,-10.5,191.04,10.527,6580.3,10.881,6580.3,0.094747,129.19,0.75164,28.61,-80.533,9.7378,0.011116,0,0.0064991,1.9362e-4,60976,0,290.53,0.44215,161.33,145.11,2.3173,0.66371,1.305e7,0,63.803,0.85317,0.85317,0.64237,0.033539,0.17727,0.0010954,-1.5972e-4,-1.9765e-4,0,0,0,0,0.0023377,0.026051,7,248.29,45.558,0.17102,NaN,-56.5,96.374,297.06,0.05,0.17176
48.281,16471,140.21,-10.49,190.63,10.518,6586.7,10.902,6586.7,0.094834,129.15,0.75971,28.61,-80.533,9.7378,0.099766,0,0.006502,-7.3061e-6,60976,0,290.53,0.44215,160.95,145.11,2.2638,0.66358,13033191,0,63.707,0.85315,0.85318,0.64238,0.033532,0.17724,0.0099529,0.020304,-4.6231e-4,0,0,0,0,0.0023407,0.026,7,248.29,45.441,0.17112,NaN,-56.5,96.267,297.06,0.05,0.1719
48.331,16478,139.69,-10.477,190.22,10.506,6593.2,10.923,6593.2,0.094921,129.11,0.77258,28.61,-80.532,9.7378,0.22693,0,0.0065159,-2.1393e-5,60976,0,290.53,0.44215,160.43,145.11,2.1897,0.6639,13025104,0,63.71,0.8532,0.85333,0.64235,0.03355,0.1773,0.023037,0.047848,-4.307e-4,0,0,0,0,0.0023484,0.02595,7,248.29,45.324,0.17123,NaN,-56.5,96.161,297.06,0.05,0.17204
48.381,16485,139.17,-10.473,189.81,10.502,6599.6,10.943,6599.6,0.095008,129.07,0.76852,28.61,-80.532,9.7377,0.21078,0,0.006534,-2.1109e-5,60976,0,290.53,0.44215,160.49,145.11,2.1979,0.66258,12984850,0,63.372,0.85301,0.85313,0.64247,0.033475,0.17707,0.021348,0.044301,-1.027e-4,0,0,0,0,0.0023709,0.0259,7,248.29,45.206,0.17133,NaN,-56.5,96.055,297.06,0.05,0.17218
48.431,16492,138.64,-10.467,189.4,10.495,6606.1,10.964,6606.1,0.095095,129.03,0.76877,28.61,-80.532,9.7377,0.23078,0,0.0065495,-2.2577e-5,60976,0,290.53,0.44215,160.41,145.11,2.1856,0.66168,12952943,0,63.123,0.85289,0.85303,0.64255,0.033423,0.17692,0.023436,0.04854,3.3064e-4,0,0,0,0,0.0023886,0.02585,7,248.29,45.088,0.17144,NaN,-56.5,95.949,297.06,0.05,0.17233
48.481,16499,138.12,-10.458,188.99,10.487,6612.5,10.985,6612.6,0.095181,128.99,0.77522,28.61,-80.532,9.7377,0.30248,0,0.0065698,-2.5073e-5,60976,0,290.53,0.44215,160.12,145.11,2.1446,0.66139,12933023,0,63.002,0.85285,0.85309,0.64257,0.033406,0.17687,0.031016,0.064122,-1.7489e-4,0,0,0,0,0.0024056,0.0258,7,248.29,44.97,0.17154,NaN,-56.5,95.844,297.06,0.05,0.17247
48.531,16506,137.6,-10.456,188.58,10.484,6619,11.006,6619,0.095268,128.96,0.76721,28.61,-80.532,9.7377,0.25343,0,0.0065927,-2.4087e-5,60976,0,290.53,0.44215,160.3,145.11,2.171,0.65969,12885769,0,62.589,0.85261,0.85278,0.64272,0.03331,0.17658,0.025812,0.053593,-3.641e-4,0,0,0,0,0.0024348,0.02575,7,248.29,44.852,0.17164,NaN,-56.5,95.739,297.06,0.05,0.17261
48.581,16513,137.07,-10.454,188.17,10.482,6625.4,11.027,6625.4,0.095355,128.92,0.7598,28.61,-80.532,9.7377,0.20815,0,0.0066089,-2.2748e-5,60976,0,290.53,0.44215,160.48,145.11,2.1956,0.65804,1.284e7,0,62.187,0.85238,0.85249,0.64287,0.033216,0.17629,0.021067,0.043487,-4.2825e-4,0,0,0,0,0.0024591,0.0257,7,248.29,44.733,0.17174,NaN,-56.5,95.634,297.06,0.05,0.17275
48.631,16519,136.55,-10.451,187.77,10.478,6631.9,11.047,6631.9,0.095442,128.88,0.75516,28.61,-80.532,9.7376,0.18602,0,0.0066238,-2.1961e-5,60976,0,290.53,0.44215,160.56,145.11,2.2073,0.65666,12798679,0,61.844,0.85219,0.85228,0.64299,0.033138,0.17606,0.018769,0.039339,-1.1413e-4,0,0,0,0,0.0024806,0.02565,7,248.29,44.614,0.17183,NaN,-56.5,95.53,297.06,0.05,0.1729
48.681,16526,136.03,-10.447,187.36,10.474,6638.3,11.068,6638.3,0.095529,128.84,0.75022,28.61,-80.532,9.7376,0.16081,0,0.0066365,-2.0675e-5,60976,0,290.53,0.44215,160.65,145.11,2.2208,0.65525,12757265,0,61.496,0.85199,0.85206,0.64312,0.033058,0.17582,0.016168,0.033697,-4.1121e-4,0,0,0,0,0.0025009,0.025601,7,248.29,44.495,0.17193,NaN,-56.5,95.426,297.06,0.05,0.17304
48.731,16533,135.51,-10.445,186.96,10.471,6644.8,11.089,6644.8,0.095616,128.81,0.74423,28.61,-80.532,9.7376,0.12567,0,0.0066471,-1.7731e-5,60976,0,290.53,0.44215,160.79,145.11,2.2402,0.65372,12713710,0,61.125,0.85178,0.85182,0.64325,0.032972,0.17556,0.012574,0.025591,2.1829e-4,0,0,0,0,0.0025206,0.025551,7,248.29,44.375,0.17202,NaN,-56.5,95.323,297.06,0.05,0.17318
48.781,16540,134.98,-10.443,186.55,10.469,6651.2,11.11,6651.2,0.095703,128.77,0.73618,28.61,-80.532,9.7376,0.071085,0,0.0066541,-6.9247e-6,60976,0,290.53,0.44215,161.01,145.11,2.2712,0.65196,12665827,0,60.712,0.85153,0.85155,0.6434,0.032873,0.17526,0.0070576,0.013829,3.5168e-4,0,0,0,0,0.0025396,0.025502,7,248.29,44.255,0.17211,NaN,-56.5,95.22,297.06,0.05,0.17332
48.831,16547,134.46,-10.445,186.15,10.47,6657.6,11.131,6657.7,0.09579,128.73,0.72208,28.61,-80.532,9.7375,0.041762,0,-0.0066547,7.5309e-5,60976,0,290.53,0.44215,161.11,145.11,2.2868,0.64952,12604818,0,60.169,0.8512,0.8512,0.64362,0.032737,0.17484,0.0041287,0.01176,3.9499e-4,0,0,0,0,-0.0025592,0.025453,7,248.29,44.136,0.1722,NaN,-56.5,95.117,297.06,0.05,0.17346
48.881,16553,133.94,-10.444,185.75,10.468,6664.1,11.152,6664.1,0.095877,128.7,0.71209,28.61,-80.532,9.7375,0.11708,0,-0.006647,4.7789e-5,60976,0,290.53,0.44215,160.79,145.11,2.2401,0.64752,12552393,0,59.717,0.85092,0.85096,0.64379,0.032625,0.17451,0.011695,0.028569,4.3668e-4,0,0,0,0,-0.0025691,0.025404,7,248.29,44.016,0.17229,NaN,-56.5,95.015,297.06,0.05,0.17361
48.931,16560,133.42,-10.439,185.35,10.463,6670.5,11.172,6670.5,0.095964,128.66,0.71164,28.61,-80.532,9.7375,0.10322,0,-0.006637,5.0135e-5,60976,0,290.53,0.44215,160.84,145.11,2.2476,0.64655,1.252e7,0,59.464,0.85079,0.85082,0.64388,0.032571,0.17434,0.01029,0.02586,1.9477e-4,0,0,0,0,-0.0025691,0.025355,7,248.29,43.896,0.17238,NaN,-56.5,94.914,297.06,0.05,0.17375
48.981,16567,132.9,-10.427,184.95,10.452,6676.9,11.193,6677,0.096051,128.62,0.72183,28.61,-80.532,9.7375,0.012113,0,0.0066307,1.2067e-4,60976,0,290.53,0.44215,161.22,145.11,2.3025,0.64677,12511069,0,59.442,0.85082,0.85082,0.64386,0.032583,0.17438,0.0011924,2.9423e-4,3.5141e-4,0,0,0,0,0.0025624,0.025306,7,248.29,43.777,0.17247,NaN,-56.5,94.812,297.06,0.05,0.17389
49.031,16573,132.37,-10.422,184.55,10.447,6683.4,11.214,6683.4,0.096138,128.59,0.72192,28.61,-80.532,9.7375,0.032064,0,0.0066346,2.6658e-5,60976,0,290.53,0.44215,161.13,145.11,2.2896,0.64587,1.248e7,0,59.206,0.8507,0.8507,0.64394,0.032533,0.17423,0.0031648,0.0043906,-1.939e-4,0,0,0,0,0.0025726,0.025258,7,248.29,43.657,0.17256,NaN,-56.5,94.711,297.06,0.05,0.17403
49.081,16580,131.85,-10.417,184.15,10.442,6689.8,11.235,6689.8,0.096225,128.55,0.71986,28.61,-80.531,9.7374,0.031684,0,0.0066352,2.94e-5,60976,0,290.53,0.44215,161.13,145.11,2.2889,0.64474,12445304,0,58.925,0.85054,0.85055,0.64403,0.03247,0.17404,0.0031269,0.0048591,-3.7753e-4,0,0,0,0,0.0025821,0.025209,7,248.29,43.538,0.17265,NaN,-56.5,94.611,297.06,0.05,0.17417
49.131,16586,131.33,-10.411,183.75,10.436,6696.2,11.256,6696.2,0.096312,128.52,0.72121,28.61,-80.531,9.7374,0.063823,0,0.0066381,-6.6289e-7,60976,0,290.53,0.44215,160.99,145.11,2.269,0.64399,12417692,0,58.719,0.85044,0.85045,0.6441,0.032429,0.17391,0.0063267,0.011324,-2.7167e-4,0,0,0,0,0.0025904,0.025161,7,248.29,43.419,0.17274,NaN,-56.5,94.51,297.06,0.05,0.17432
49.181,16593,130.81,-10.405,183.35,10.43,6702.7,11.277,6702.7,0.096399,128.48,0.72158,28.61,-80.531,9.7374,0.086766,0,0.0066429,-8.2826e-6,60976,0,290.53,0.44215,160.89,145.11,2.2546,0.64313,12388097,0,58.494,0.85032,0.85034,0.64417,0.032381,0.17377,0.0086278,0.01648,-3.7274e-4,0,0,0,0,0.002601,0.025112,7,248.29,43.299,0.17283,NaN,-56.5,94.411,297.06,0.05,0.17446
49.231,16600,130.29,-10.403,182.96,10.428,6709.1,11.298,6709.1,0.096486,128.44,0.7136,28.61,-80.531,9.7374,0.029921,0,0.0066473,4.1596e-5,60976,0,290.53,0.44215,161.12,145.11,2.2872,0.64133,1.234e7,0,58.086,0.85008,0.85008,0.64433,0.032281,0.17347,0.0029514,0.0037471,-3.2585e-4,0,0,0,0,0.0026192,0.025064,7,248.29,43.179,0.17291,NaN,-56.5,94.311,297.06,0.05,0.1746
49.281,16606,129.77,-10.407,182.56,10.431,6715.5,11.319,6715.5,0.096574,128.41,0.69559,28.61,-80.531,9.7374,0.12603,0,-0.0066436,5.1532e-5,60976,0,290.53,0.44215,160.7,145.11,2.2274,0.63833,1.227e7,0,57.46,0.84967,0.84972,0.64459,0.032117,0.17297,0.012596,0.030262,-3.0637e-4,0,0,0,0,-0.0026408,0.025016,7,248.29,43.06,0.173,NaN,-56.5,94.212,297.06,0.05,0.17475
49.331,16612,129.25,-10.406,182.17,10.428,6721.9,11.34,6721.9,0.096661,128.37,0.68855,28.61,-80.531,9.7373,0.17543,0,-0.0066298,4.7028e-5,60976,0,290.53,0.44215,160.49,145.11,2.1971,0.6366,12223732,0,57.076,0.84944,0.84952,0.64473,0.032022,0.17268,0.017651,0.041566,-2.3044e-5,0,0,0,0,-0.0026442,0.024968,7,248.29,42.94,0.17309,NaN,-56.5,94.114,297.06,0.05,0.17489
49.381,16619,128.73,-10.405,181.78,10.427,6728.3,11.361,6728.3,0.096748,128.34,0.68059,28.61,-80.531,9.7373,0.23381,0,-0.0066156,4.4229e-5,60976,0,290.53,0.44215,160.24,145.11,2.162,0.63476,12175648,0,56.675,0.84919,0.84934,0.64489,0.031921,0.17238,0.02371,0.053935,-5.6566e-5,0,0,0,0,-0.0026482,0.02492,7,248.29,42.821,0.17318,NaN,-56.5,94.016,297.06,0.05,0.17503
49.431,16625,128.21,-10.407,181.39,10.428,6734.8,11.382,6734.8,0.096835,128.31,0.66647,28.61,-80.531,9.7373,0.35204,0,-0.0065942,4.1001e-5,60976,0,290.53,0.44215,159.76,145.11,2.0935,0.6322,12113978,0,56.15,0.84885,0.84917,0.64511,0.031782,0.17196,0.036266,0.078697,1.2469e-6,0,0,0,0,-0.0026525,0.024873,7,248.29,42.702,0.17328,NaN,-56.5,93.918,297.06,0.05,0.17517
49.481,16632,127.69,-10.405,180.99,10.426,6741.2,11.403,6741.2,0.096922,128.27,0.66011,28.61,-80.531,9.7373,0.39515,0,-0.0065666,4.0682e-5,60976,0,290.53,0.44215,159.59,145.11,2.0685,0.63053,12069299,0,55.785,0.84863,0.84903,0.64525,0.031691,0.17168,0.040937,0.087293,3.9243e-4,0,0,0,0,-0.0026443,0.024825,7,248.29,42.584,0.17337,NaN,-56.5,93.82,297.06,0.05,0.17532
49.531,16638,127.17,-10.399,180.6,10.42,6747.6,11.424,6747.6,0.097009,128.24,0.66144,28.61,-80.531,9.7373,0.36347,0,-0.0065394,4.1754e-5,60976,0,290.53,0.44215,159.7,145.11,2.0853,0.62972,12041501,0,55.575,0.84852,0.84886,0.64532,0.031647,0.17155,0.037494,0.080819,5.761e-5,0,0,0,0,-0.0026291,0.024778,7,248.29,42.466,0.17348,NaN,-56.5,93.723,297.06,0.05,0.17546
49.581,16644,126.65,-10.398,180.22,10.418,6754,11.446,6754,0.097096,128.21,0.6539,28.61,-80.531,9.7372,0.41819,0,-0.0065133,4.1103e-5,60976,0,290.53,0.44215,159.48,145.11,2.054,0.62789,11994100,0,55.186,0.84828,0.84873,0.64547,0.031548,0.17125,0.043449,0.092351,-1.9461e-4,0,0,0,0,-0.0026234,0.024731,7,248.29,42.348,0.17358,NaN,-56.5,93.627,297.06,0.05,0.1756
49.631,16651,126.13,-10.391,179.83,10.411,6760.4,11.467,6760.4,0.097183,128.17,0.65567,28.61,-80.531,9.7372,0.38152,0,-0.0064835,4.2334e-5,60976,0,290.53,0.44215,159.62,145.11,2.0734,0.62714,11967338,0,54.985,0.84817,0.84855,0.64554,0.031508,0.17113,0.039444,0.084698,3.2165e-4,0,0,0,0,-0.0026057,0.024684,7,248.29,42.231,0.17369,NaN,-56.5,93.531,297.06,0.05,0.17574
49.681,16657,125.61,-10.387,179.44,10.408,6766.8,11.488,6766.8,0.09727,128.14,0.65227,28.61,-80.531,9.7372,0.39542,0,-0.0064583,4.2514e-5,60976,0,290.53,0.44215,159.56,145.11,2.0647,0.62577,11929086,0,54.681,0.84799,0.8484,0.64565,0.031434,0.17091,0.040954,0.087153,-1.9595e-4,0,0,0,0,-0.0025968,0.024637,7,248.29,42.115,0.1738,NaN,-56.5,93.435,297.06,0.05,0.17588
49.731,16663,125.09,-10.379,179.05,10.399,6773.2,11.509,6773.2,0.097357,128.11,0.65683,28.61,-80.531,9.7372,0.32993,0,-0.006431,4.4885e-5,60976,0,290.53,0.44215,159.81,145.11,2.1005,0.62535,11908856,0,54.54,0.84794,0.84822,0.64569,0.031411,0.17084,0.033872,0.073283,2.5648e-4,0,0,0,0,-0.0025784,0.02459,7,248.29,41.999,0.17392,NaN,-56.5,93.339,297.06,0.05,0.17616
49.781,16670,124.57,-10.365,178.67,10.386,6779.6,11.53,6779.6,0.097444,128.08,0.67094,28.61,-80.531,9.7372,0.16656,0,-0.0064132,5.6572e-5,60976,0,290.53,0.44215,160.47,145.11,2.194,0.62611,11911223,0,54.61,0.84804,0.84811,0.64562,0.031452,0.17096,0.016726,0.039309,-2.7086e-4,0,0,0,0,-0.0025579,0.024543,7,248.29,41.883,0.17403,NaN,-56.5,93.244,297.06,0.05,0.17634
49.831,16676,124.06,-10.357,178.28,10.379,6786,11.551,6786,0.097531,128.04,0.67468,28.61,-80.53,9.7372,0.10613,0,-0.0064043,7.1459e-5,60976,0,290.53,0.44215,160.71,145.11,2.2291,0.62564,1.189e7,0,54.465,0.84798,0.84801,0.64566,0.031427,0.17089,0.010569,0.026161,3.91e-5,0,0,0,0,-0.0025546,0.024496,7,248.29,41.768,0.17415,NaN,-56.5,93.15,297.06,0.05,0.17649
49.881,16682,123.54,-10.357,177.9,10.378,6792.4,11.573,6792.4,0.097618,128.01,0.66531,28.61,-80.53,9.7371,0.18004,0,-0.0063947,5.7498e-5,60976,0,290.53,0.44215,160.4,145.11,2.1842,0.62353,11838074,0,54.03,0.8477,0.84778,0.64584,0.031314,0.17054,0.01811,0.042363,-2.433e-4,0,0,0,0,-0.0025642,0.024449,7,248.29,41.653,0.17427,NaN,-56.5,93.056,297.06,0.05,0.17663
49.931,16688,123.02,-10.347,177.52,10.369,6798.8,11.594,6798.8,0.097705,127.98,0.67193,28.61,-80.53,9.7371,0.088981,0,-0.0063816,8.3912e-5,60976,0,290.53,0.44215,160.77,145.11,2.2376,0.62342,11824157,0,53.952,0.84768,0.8477,0.64585,0.031308,0.17053,0.0088388,0.022346,4.9148e-4,0,0,0,0,-0.0025546,0.024403,7,248.29,41.538,0.17439,NaN,-56.5,92.962,297.06,0.05,0.17677
49.981,16694,122.5,-10.34,177.13,10.362,6805.2,11.615,6805.2,0.097792,127.94,0.67415,28.61,-80.53,9.7371,0.042593,0,-0.0063777,1.4364e-4,60976,0,290.53,0.44215,160.96,145.11,2.2648,0.62278,1.18e7,0,53.78,0.8476,0.8476,0.6459,0.031273,0.17042,0.0042035,0.011749,-2.3361e-4,0,0,0,0,-0.0025567,0.024357,7,248.29,41.423,0.17451,NaN,-56.5,92.868,297.06,0.05,0.17691
50.031,16700,121.99,-10.343,176.75,10.364,6811.6,11.636,6811.6,0.09788,127.91,0.66006,28.61,-80.53,9.7371,0.16667,0,-0.0063719,6.4088e-5,60976,0,290.53,0.44215,160.43,145.11,2.1893,0.62004,11736363,0,53.236,0.84724,0.84731,0.64613,0.031127,0.16998,0.01673,0.038789,1.4446e-5,0,0,0,0,-0.0025748,0.02431,7,248.29,41.308,0.17464,NaN,-56.5,92.776,297.06,0.05,0.17706
50.081,16706,121.47,-10.343,176.37,10.363,6818,11.658,6818,0.097967,127.88,0.65025,28.61,-80.53,9.7371,0.24665,0,-0.0063564,5.5677e-5,60976,0,290.53,0.44215,160.1,145.11,2.1416,0.61783,11683799,0,52.796,0.84695,0.84711,0.64632,0.031009,0.16962,0.025027,0.055752,4.711e-4,0,0,0,0,-0.0025806,0.024264,7,248.29,41.194,0.17476,NaN,-56.5,92.69,297.06,0.05,0.17723
50.131,16713,120.95,-10.334,175.99,10.355,6824.4,11.679,6824.4,0.098054,127.84,0.65515,28.61,-80.53,9.737,0.1727,0,-0.0063404,6.62e-5,60976,0,290.53,0.44215,160.39,145.11,2.1838,0.6175,11666842,0,52.684,0.84691,0.84698,0.64634,0.030992,0.16957,0.017347,0.04059,2.5243e-5,0,0,0,0,-0.0025703,0.024218,7,248.29,41.079,0.17489,NaN,-56.5,92.605,297.06,0.05,0.17747
50.181,16719,120.44,-10.331,175.61,10.352,6830.8,11.7,6830.8,0.098141,127.81,0.65138,28.61,-80.53,9.737,0.1895,0,-0.0063296,6.4961e-5,60976,0,290.53,0.44215,160.32,145.11,2.173,0.61606,11628884,0,52.379,0.84672,0.84681,0.64646,0.030915,0.16934,0.019077,0.044513,2.8357e-4,0,0,0,0,-0.0025736,0.024172,7,248.29,40.965,0.17502,NaN,-56.5,92.52,297.06,0.05,0.1778
50.231,16725,119.92,-10.336,175.24,10.356,6837.2,11.722,6837.2,0.098228,127.78,0.63397,28.61,-80.53,9.737,0.35032,0,-0.0063121,5.2158e-5,60976,0,290.53,0.44215,159.67,145.11,2.0798,0.61284,11557569,0,51.774,0.8463,0.84662,0.64673,0.030745,0.16882,0.036036,0.077967,4.0126e-4,0,0,0,0,-0.0025864,0.024127,7,248.29,40.851,0.17515,NaN,-56.5,92.435,297.06,0.05,0.17798
50.281,16731,119.4,-10.331,174.86,10.35,6843.6,11.743,6843.6,0.098315,127.75,0.63297,28.61,-80.53,9.737,0.33835,0,-0.0062871,5.3639e-5,60976,0,290.53,0.44215,159.71,145.11,2.0856,0.61173,11526116,0,51.529,0.84615,0.84645,0.64682,0.030686,0.16865,0.034746,0.074588,4.5936e-4,0,0,0,0,-0.0025752,0.024081,7,248.29,40.738,0.17529,NaN,-56.5,92.351,297.06,0.05,0.17813
50.331,16737,118.89,-10.322,174.48,10.342,6850,11.764,6850,0.098402,127.72,0.63901,28.61,-80.53,9.737,0.25087,0,-0.006268,6.1347e-5,60976,0,290.53,0.44215,160.05,145.11,2.1345,0.61154,11512144,0,51.441,0.84613,0.84629,0.64684,0.030676,0.16862,0.02546,0.057103,4.2464e-4,0,0,0,0,-0.0025612,0.024036,7,248.29,40.625,0.17543,NaN,-56.5,92.267,297.06,0.05,0.17831
50.381,16742,118.37,-10.318,174.11,10.337,6856.3,11.786,6856.4,0.098489,127.68,0.63697,28.61,-80.53,9.7369,0.24888,0,-0.006252,6.2876e-5,60976,0,290.53,0.44215,160.05,145.11,2.1347,0.6103,11478383,0,51.177,0.84597,0.84613,0.64694,0.030611,0.16842,0.025249,0.056841,-2.3985e-5,0,0,0,0,-0.0025585,0.02399,7,248.29,40.512,0.17556,NaN,-56.5,92.184,297.06,0.05,0.17845
50.431,16748,117.85,-10.314,173.74,10.334,6862.7,11.807,6862.7,0.098576,127.65,0.6334,28.61,-80.53,9.7369,0.26332,0,-0.0062347,6.278e-5,60976,0,290.53,0.44215,159.99,145.11,2.1255,0.60885,11440771,0,50.877,0.84578,0.84596,0.64706,0.030535,0.16819,0.026764,0.059892,-2.6655e-4,0,0,0,0,-0.0025565,0.023945,7,248.29,40.4,0.1757,NaN,-56.5,92.101,297.06,0.05,0.1786
50.481,16754,117.34,-10.303,173.36,10.323,6869.1,11.829,6869.1,0.098663,127.62,0.64307,28.61,-80.53,9.7369,0.13339,0,-0.0062194,9.182e-5,60976,0,290.53,0.44215,160.51,145.11,2.2005,0.60919,11436837,0,50.883,0.84583,0.84587,0.64703,0.030552,0.16824,0.013319,0.031937,-3.2558e-4,0,0,0,0,-0.0025411,0.0239,7,248.29,40.288,0.17585,NaN,-56.5,92.018,297.06,0.05,0.17874
50.531,16760,116.82,-10.299,172.99,10.319,6875.5,11.85,6875.5,0.098751,127.59,0.63959,28.61,-80.53,9.7369,0.14622,0,-0.0062125,8.9455e-5,60976,0,290.53,0.44215,160.45,145.11,2.1919,0.60775,1.14e7,0,50.587,0.84564,0.8457,0.64715,0.030477,0.16802,0.014625,0.034846,-2.2554e-4,0,0,0,0,-0.0025475,0.023855,7,248.29,40.176,0.176,NaN,-56.5,91.936,297.06,0.05,0.17888
50.581,16766,116.31,-10.299,172.62,10.318,6881.9,11.872,6881.9,0.098838,127.56,0.63127,28.61,-80.53,9.7369,0.21242,0,-0.0061996,7.4551e-5,60976,0,290.53,0.44215,160.17,145.11,2.152,0.60564,1.135e7,0,50.179,0.84537,0.84549,0.64732,0.030366,0.16768,0.021437,0.048491,1.5264e-4,0,0,0,0,-0.0025547,0.02381,7,248.29,40.064,0.17615,NaN,-56.5,91.854,297.06,0.05,0.17902
50.631,16772,115.79,-10.293,172.25,10.312,6888.2,11.893,6888.3,0.098925,127.52,0.63217,28.61,-80.529,9.7369,0.17689,0,-0.0061859,8.4434e-5,60976,0,290.53,0.44215,160.31,145.11,2.1719,0.60479,11323911,0,49.985,0.84526,0.84534,0.64739,0.030322,0.16755,0.017764,0.041354,2.624e-4,0,0,0,0,-0.0025505,0.023766,7,248.29,39.953,0.1763,NaN,-56.5,91.772,297.06,0.05,0.17919
